DEPENDENCIA / ENTIDAD,NOMBRE UC,CLAVE UC,N?MERO DE PROCEDIMIENTO,TIPO DE PROCEDIMIENTO,TIPO CONTRATACI?N,CARACTER,N?MERO DE CONTRATO,REFERENCIA DE LA CONTRATACI?N,FECHA DE SUSCRIPCI?N DE CONTRATO,IMPORTE MN SIN IVA,RAZ?N SOCIAL,URL DEL CONTRATO
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-004-11,Licitaci¢n P£blica,Servicios,Nacional,CA-004-2011,Contrataci¢n del Servicio de Suministro de Mezclas Parenteral,28/04/2011,"$6,671,393.99",PRODUCTOS HOSPITALARIOS S.A DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=CA-004-2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-013-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-026 2011,"Materiales, Accesorios y Suministros de Laboratorio y Sustancias Qu?micas",13/01/2011,"$61,535.17",DICIPA S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-026 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,J-181 Y 185,"Vestuario, Uniformes y Blancos y Blancos y Otros Textiles",08/06/2011,"$277,360.00",ALEJANDRO GOLDBERT ERCHUK Y/O MAQUILA Y CONFECCIONES SANTA CLARA,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-181 Y 185&p_CveDep=44908&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-014-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J 30 31 39 2011,"Materiales, Accesorios y Suministros M?dicos y Medicinas y Productos Farmac?uticos",20/01/2011,"$856,226.22",RAPPYD S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J 30 31 39 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=014&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-014-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-34 42 47 2011,"Materiales, Accesorios y Suministros M?dicos y Medicinas y Productos Farmac?uticos",20/01/2011,"$67,613.39",FARMACEUTICOS MAYPO S.A DE C.V,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-34 42 47 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=014&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,129 137,Material de Aseo y Limpieza y Enseres de Oficina,17/05/2011,"$11,532.00",RAPPYD S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=129 137&p_CveDep=44908&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-007-11,Licitaci¢n P£blica,Servicios,Nacional,LP-007-2011/056/2011,REPARACION Y MANTENIMIENTO DE INMUEBLE,15/07/2011,"$2,113,108.50","GRUPO CONSTRUCTOR E INMOBILIARIO RILH, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LP-007-2011/056/2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=007&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,122 130 138,Material de Aseo y Limpieza y Enseres de Oficina,17/05/2011,"$1,251,701.90","POLIETILENOS DEL SUR, SA DE C.V",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=122 130 138&p_CveDep=44908&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-014-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J 29 33 40 45 50 -11,"Materiales, Accesorios y Suministros M?dicos y Medicinas y Productos Farmac?uticos",20/01/2011,"$1,139,436.70","LABORATORIOS PISA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J 29 33 40 45 50 -11&p_CveDep=44908&p_CveUni=001&p_NumeroLc=014&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-001-11,Licitaci¢n P£blica,Adquisiciones,Nacional,J-091-2011,"Materiales, Accesorios y Suministros MÇdicos (Material Odontol¢gico)",15/04/2011,"$1,081,939.45",DISTRIBUIDORA YE-CI S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-091-2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,124 132 141 148,Material de Aseo y Limpieza y Enseres de Oficina,16/05/2011,"$290,229.68","SURO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=124 132 141 148&p_CveDep=44908&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-015-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-065,Equipo MÇdico  y de Laboratorio,02/02/2011,"$1,195,689.66","GRUPO E?LICA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-065&p_CveDep=44908&p_CveUni=001&p_NumeroLc=015&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-014-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-32 4146 49 2011,"Materiales, Accesorios y Suministros M?dicos y Medicinas y Productos Farmac?uticos",20/01/2011,"$773,070.69","RALCA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-32 4146 49 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=014&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-007-11,Licitaci¢n P£blica,Servicios,Nacional,LP-007-2011/055/2011,REPARACION Y MANTENIMIENTO DE INMUEBLE,15/07/2011,"$556,190.00",CORP PROCES SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LP-007-2011/055/2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=007&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-013-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-024 2011,"Materiales, Accesorios y Suministros de Laboratorio y Sustancias Qu?micas",13/01/2011,"$381,585.60","THANNAX, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-024 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,125 140,Material de Aseo y Limpieza y Enseres de Oficina,17/05/2011,"$57,524.90",A1 SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=125 140&p_CveDep=44908&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-015-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-062 2011,Equipo MÇdico  y de Laboratorio,01/02/2011,"$1,615,897.00","ADMINISTRACION MEDICA ESPECIALIZADA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-062 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=015&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-013-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J6 11 15 18 20 23 22,"Materiales, Accesorios y Suministros de Laboratorio y Sustancias Qu?micas",13/01/2011,"$317,512.98","QUIMICA THICA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J6 11 15 18 20 23 22&p_CveDep=44908&p_CveUni=001&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-015-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-058 2011,Equipo MÇdico  y de Laboratorio,31/01/2011,"$3,491,917.72","VIASIS, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-058 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=015&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-012-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-264/10,Equipo M?dico y de Laboratorio,07/01/2011,"$89,637.30",INDUSTRIAS EMY SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-264/10&p_CveDep=44908&p_CveUni=001&p_NumeroLc=012&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,147,Material de Aseo y Limpieza y Enseres de Oficina,17/05/2011,"$8,000.00","QUIMICA INTERNACIONAL DE TLALNEPANTLA,S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=147&p_CveDep=44908&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-015-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-63 72 73 2011,Equipo MÇdico  y de Laboratorio,31/01/2011,"$402,787.73",COMERCIALIZADORA GRUPO SAAJHEM S.A DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-63 72 73 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=015&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-013-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-005 010 014 019 11,"Materiales, Accesorios y Suministros de Laboratorio y Sustancias Qu?micas",13/01/2011,"$376,443.43",QUIMICA INDUSTRIAL Y DE SALUD S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-005 010 014 019 11&p_CveDep=44908&p_CveUni=001&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-015-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-064 2011,Equipo MÇdico  y de Laboratorio,31/01/2011,"$78,666.38","GRUPO MARBOT, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-064 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=015&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-013-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-07 12 16 21 2011,"Materiales, Accesorios y Suministros de Laboratorio y Sustancias Qu?micas",13/01/2011,"$205,529.98",MOCTEZUMA GONZALEZ ANDRES,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-07 12 16 21 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,J-182 Y 187,"Vestuario, Uniformes y Blancos y Blancos y Otros Textiles",08/06/2011,"$550,802.00","HILADOS Y TEJIDOS EL CARRETE, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-182 Y 187&p_CveDep=44908&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-013-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-009 2011,"Materiales, Accesorios y Suministros de Laboratorio y Sustancias Qu?micas",13/01/2011,"$68,531.22","ESPECIALISTAS EN ESTERILIZACI?N Y ENVASE, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-009 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-012-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-267/10,Equipo M?dico y de Laboratorio,07/01/2011,"$1,292,625.30","ESPECIALISTAS DE EQUIPO MEDICO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-267/10&p_CveDep=44908&p_CveUni=001&p_NumeroLc=012&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-013-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J- 8 13 17 22 2011,"Materiales, Accesorios y Suministros de Laboratorio y Sustancias Qu?micas",14/01/2011,"$264,952.43","ATYDE, MEXICO SA DE CV",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J- 8 13 17 22 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-015-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-60 69 70 2011,Equipo MÇdico  y de Laboratorio,01/02/2011,"$144,540.72","QUALTH MEDICAL SYSTEM, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-60 69 70 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=015&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-012-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-265 268/10,Equipo M?dico y de Laboratorio,05/01/2011,"$1,460,700.00","GRUPO E?LICA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-265 268/10&p_CveDep=44908&p_CveUni=001&p_NumeroLc=012&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-012-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-269 266,Equipo M?dico y de Laboratorio,07/01/2011,"$1,110,071.54","BERCLAN, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-269 266&p_CveDep=44908&p_CveUni=001&p_NumeroLc=012&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-015-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-57 66 67 2011,Equipo MÇdico  y de Laboratorio,31/01/2011,"$3,913,151.47","BERCLAN, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-57 66 67 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=015&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-014-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J 36 37 44 48 2011,"Materiales, Accesorios y Suministros M?dicos y Medicinas y Productos Farmac?uticos",20/01/2011,"$2,236,734.31","FARMACOS ESPECIALIZADOS, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J 36 37 44 48 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=014&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-015-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J-59 68 2011,Equipo MÇdico  y de Laboratorio,01/02/2011,"$147,104.49","MEGAMED, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-59 68 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=015&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,127 135 144 151 155,Material de Aseo y Limpieza y Enseres de Oficina,17/05/2011,"$345,817.33",ELSA CECILIA NAVARRO ACOSTA,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=127 135 144 151 155&p_CveDep=44908&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,123 131 139 146,Material de Aseo y Limpieza y Enseres de Oficina,17/05/2011,"$69,480.23",ALEJANDRO ENRIQUE TAPIA CANO,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=123 131 139 146&p_CveDep=44908&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,J-183,"Vestuario, Uniformes y Blancos y Blancos y Otros Textiles",08/06/2011,"$75,095.00","ROGERI, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J-183&p_CveDep=44908&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,128 136 145 152,Material de Aseo y Limpieza y Enseres de Oficina,17/05/2011,"$50,515.75","PG COMERCIAL, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=128 136 145 152&p_CveDep=44908&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-002-11,Licitaci¢n P£blica,Servicios,Nacional,CA-005-2011,"Contrataci¢n del Suministro de Medicinas y Productos FarmacÇuticos y Materiales, Accesorios y Suministros MÇdicos",31/03/2011,"$52,728,723.23",DISTRIBUIDORA DISUR SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=CA-005-2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=002&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-014-10,Licitaci¢n P£blica,Adquisiciones,Nacional,j-038/2011,"Materiales, Accesorios y Suministros M?dicos y Medicinas y Productos Farmac?uticos",20/01/2011,"$376,231.52","HUMANA DE EQUIPO Y MATERIALES, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=j-038/2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=014&p_AnioLc=2010&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,126 134 142 149 153,Material de Aseo y Limpieza y Enseres de Oficina,16/05/2011,"$872,784.07",DUMGAR S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=126 134 142 149 153&p_CveDep=44908&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MATERNO INFANTIL DEL ESTADO DE MêXICO,Departamento de Recursos Materiales,44908001,44908001-014-10,Licitaci¢n P£blica,Adquisiciones,Nacional,J 35 43 51 2011,"Materiales, Accesorios y Suministros M?dicos y Medicinas y Productos Farmac?uticos",20/01/2011,"$894,724.00",ONCO RED,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=J 35 43 51 2011&p_CveDep=44908&p_CveUni=001&p_NumeroLc=014&p_AnioLc=2010&ConSin=1
INSTITUTO MEXICANO DE LA JUVENTUD,Direcci¢n de Recursos Humanos y Materiales,11318001,11318001-005-11,Licitaci¢n P£blica,Adquisiciones,Nacional,SRM-025 - 026/2011,Adquisici¢n de Vales de Despensa,15/03/2011,"$2,131,700.00","EFECTIVALE,S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=SRM-025 - 026/2011&p_CveDep=11318&p_CveUni=001&p_NumeroLc=005&p_AnioLc=2011&ConSin=1
INSTITUTO MEXICANO DE LA JUVENTUD,Direcci¢n de Recursos Humanos y Materiales,11318001,11318001-001-11,Licitaci¢n P£blica,Adquisiciones,Nacional,IMJ-CONT-LPN-015/11,Servicio de Vigilancia,28/02/2011,"$955,200.00","SEGURIDAD PRIVADA INTEGRAL DE AUTOSERVICIO, SA DE CV",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=IMJ-CONT-LPN-015/11&p_CveDep=11318&p_CveUni=001&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
INSTITUTO MEXICANO DE LA JUVENTUD,Direcci¢n de Recursos Humanos y Materiales,11318001,11318001-002-11,Licitaci¢n P£blica,Adquisiciones,Nacional,IMJ-CONT-016/11,Servicio de Limpieza con Habilitaci¢n Sanitaria,28/02/2011,"$756,615.93","SOLUCIONES IAN, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=IMJ-CONT-016/11&p_CveDep=11318&p_CveUni=001&p_NumeroLc=002&p_AnioLc=2011&ConSin=1
INSTITUTO MEXICANO DE LA JUVENTUD,Direcci¢n de Recursos Humanos y Materiales,11318001,11318001-003-11,Licitaci¢n P£blica,Adquisiciones,Nacional,IMJ-CONT-LPN-017/11,Servicio de Seguro de Gastos MÇdicos Mayores,28/02/2011,"$579,374.75",ASEGURADORA INTERACCIONES S.A. DE C.V. GRUPO FINANCIERO INTERACCIONES,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=IMJ-CONT-LPN-017/11&p_CveDep=11318&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
INSTITUTO MEXICANO DE LA JUVENTUD,Direcci¢n de Recursos Humanos y Materiales,11318001,11318001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,IMJ-CONT-LPN-19/2011,Servicio Telecomunicaciones,01/04/2011,"$2,261,367.90","ALESTRA, S. DE R.L. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=IMJ-CONT-LPN-19/2011&p_CveDep=11318&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
INSTITUTO MEXICANO DE LA JUVENTUD,Direcci¢n de Recursos Humanos y Materiales,11318001,11318001-007-11,Licitaci¢n P£blica,Adquisiciones,Nacional,IMJ-CONT-LPN-23/2011,"Servicio Plurianual de Arrendamiento de Equipo de C¢mputo, incluye equipos, configuraci¢n, traspaso de informaci¢n, migraci¢n, mesa de ayuda, inventario, soporte tÇcnico, refacciones y suministros",06/05/2011,"$7,755,175.86",COMPUTIANGUIS SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=IMJ-CONT-LPN-23/2011&p_CveDep=11318&p_CveUni=001&p_NumeroLc=007&p_AnioLc=2011&ConSin=1
INSTITUTO MEXICANO DE TECNOLOG?A DEL AGUA,Subdirecci¢n de Recursos Materiales,16111003,16111003-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,55-2011,Material y reactivos de laboratorio,07/07/2011,"$38,991.50",ALFONSO MARHX  SA. DE CV.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=55-2011&p_CveDep=16111&p_CveUni=003&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
INSTITUTO MEXICANO DE TECNOLOG?A DEL AGUA,Subdirecci¢n de Recursos Materiales,16111003,16111003-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,53-2011,Material y reactivos de laboratorio,07/07/2011,"$53,335.00",CONTROL TECNICO Y REPRESENTACIONES,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=53-2011&p_CveDep=16111&p_CveUni=003&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
